sentiment,sentence,lang
neutral,L'entreprise prévoit d'augmenter le personnel spécialisé de l'unité à plusieurs dizaines - selon la situation du marché en 2010 .,fr
neutral,La société a fermé l'année dernière avec un chiffre d'affaires d'environ quatre millions d'euros.,fr
positive,Shire PDG monte en voiture pour obtenir Baxalta conseil d'administration parler,fr
positive,Costco: Un premier jeu de dividendes de détail https://t.co/Fa5cnh2t0t $COST,fr
neutral,"Le bâtiment de cinq étages, éco-efficace aura une surface de plancher brute d'environ 15 000 m2. Il comprendra également des appartements.",fr
neutral,"Le premier volet de la série Cinéma se termine par un profil de l'inventeur finlandais Olavi Linden , dont le parcours artistique personnel et le travail chez Fiskars a conduit à des dizaines de prix de design .",fr
neutral,Tous sont les bienvenus .,fr
positive,"Stockmann et la société suédoise AB Lindex ont conclu un accord le 30 septembre 2007 , par lequel Stockmann , ou une filiale à part entière de celle-ci , fera une offre publique d' appel d' offres pour l' ensemble des actions émises par Lindex .",fr
neutral,"HUHTAMAKI OYJ STOCK EXCHANGE LIBERATION , 16.9.2008 AT 13.32 La Journée des marchés de capitaux de Huhtamaki pour les investisseurs institutionnels et les analystes se tient à Espoo , le 16 septembre 2008 à partir de 13h30 heure de Finlande .",fr
positive,`` Nous sommes heureux d'accueillir Tapeks Noma dans le groupe Cramo.,fr
neutral,"- Le bénéfice avant impôts s' est élevé à 105,9 82,7 millions d' euros .",fr
positive,Royal Dutch Shell acheter Groupe BG pour près de 70 milliards de dollars,fr
neutral,"FinancialWire tm n' est pas un service de communiqué de presse , et ne reçoit aucune compensation pour ses nouvelles , avis ou distributions .",fr
neutral,"ASSA ABLOY Kaupthing Bank a donné une recommandation < < neutre > > et un objectif de prix d ' action de 174 couronnes 24,7 à 19 euros sur le fermoir suédois Assa Alloy AB .",fr
positive,"Le poste incluait des coûts de restructuration de 1,6 million d' euros , alors qu' un an plus tôt , il s' élevait à 13 millions d' euros.",fr
neutral,"En 2005 , la banque a affiché un bénéfice net de 8,2 millions de Lt .",fr
negative,$AAPL après-midi selloff comme d'habitude sera brutal. se préparer à perdre une tonne d'argent.,fr
negative,$TSLA rappelant à peu près chaque modèle X @cnnbrk obtenu à court que même au travail vous sautez dans le commerce de l'argent,fr
negative,"Dolce & Gabbana a demandé à l'Union européenne de déclarer invalide la marque florale de Marimekko Corporation `` Unikko '', dans un différend continu entre les deux sociétés.",fr
negative,InterContinental Hotels 1er trimestre global recettes de chambres en retard estimés,fr
positive,"Selon la société finlandaise d' assurance retraite Varma , Varma a bénéficié de plus des deux tiers des recettes de la couverture de retraite liée aux revenus qui faisait l' objet d' appels d' offres en Finlande .",fr
positive,"Une partie , 12,5 millions de dollars , sera enregistrée dans le cadre de ses gains dans un précédent litige de brevet avec le fabricant finlandais de téléphone Nokia Oyj .",fr
negative,"L&G continue de payer le prix de la réduction des dividendes pendant la crise, dit le chef",fr
neutral,"Le volume des investissements dans les deux phases du projet est estimé à 300 millions de dollars des États-Unis ( 215,03 millions d' euros ) .",fr
neutral,"La Russie a représenté 9 % des recettes de la division magazine Lagardere , soit 114,40 millions d' euros ( 148,11 millions de dollars ) en 2009 , soit 18 % aux États-Unis .",fr
positive,"La société estime également que les investissements déjà réalisés entraîneront une augmentation de ses ventes nettes pour 2010 à partir de 2009 lorsqu'elles ont atteint 141,7 millions d'euros .",fr
neutral,"Le bénéfice de l' exercice comptable s' est élevé à 0,3 million d' euros .",fr
positive,"Les six brasseries ont enregistré une croissance de 5,2 pour cent des ventes nationales de bière l'an dernier à 270,21 millions de litres , contre 256,88 millions de litres vendus en 2005.",fr
positive,"En août-octobre 2010 , le résultat de l' entreprise avant impôts s' est élevé à 9,6 millions d' euros , contre 0,5 million d' euros au cours de la période correspondante de 2009 .",fr
positive,"Les ventes et les ressources du projet de Systeemiimi seront également renforcées , a déclaré le directeur Paul Skogberg .",fr
positive,Le prix de l'action de Tesco saute en tête des ventes du troisième trimestre,fr
neutral,L'impression est ici.,fr
positive,Le prix des grumes s'est nettement amélioré à partir de 2009 et le prix du bois de pulpe a augmenté .,fr
neutral,"Ainsi , SysOpen Digia a obtenu , conformément à l' article 21 du chapitre 14 de la loi sur les sociétés finlandaises 29.9.1978 - 734 , le titre de toutes les actions de Sentera qui doivent être rachetées .",fr
neutral,"Le résultat dilué par action ( EPS ) est tombé à 0,63 EUR , contre 1,71 EUR .",fr
neutral,"À 15 h 37, heure de l'Est, un bloc de 2 400 contrats a changé de mains au prix de 0,45 $ .",fr
neutral,"Parmi les plus récentes livraisons de technologie, citons la technologie de raffinerie à Anrak Aluminium , une usine de granulation de minerai de fer à Tata Steel et des usines de frittage de minerai de fer à Bhushan Steel .",fr
positive,$VIPS modèle similaire comme début de mai. U a-t-il vendu? Même maintenant.. va monter beaucoup plus haut après cette baisse.,fr
neutral,L' entreprise a généré des ventes de 187 mln eur en 2005 .,fr
neutral,"Stora Enso a également eu des réunions avec les autorités du travail , les Centres pour l'emploi et le développement économique et des représentants du gouvernement afin de trouver des solutions .",fr
negative,AstraZeneca profite moins que les ventes de stalwarts s'estompent,fr
positive,"RT @andrewnyquist Chartology: Yahoo: http://stks.co/1itr $YHOO Crazy looking chart, mais approchant la ligne de résistance de cassure...",fr
positive,La plupart des actions haussières sur Twitter pendant cette plongée. $YHOO $GDX $GOOGL $STZ $Gold $EW $VZ $CELG $SBUX $SCTY plus: https://t.co/iuZJelfwt3,fr
negative,Les ventes nettes de la société finlandaise GeoSentric sont tombées à 939 000 euros en janvier-mars 2009 .,fr
neutral,"Cohen & Steers , Inc. : 5 534 626 actions représentant 4,985 % du capital social et des droits de vote .",fr
positive,Plus de personnel a été recruté au Japon pour compléter son réseau de près de 50 sites de services dans plus de 20 pays dans le monde.,fr
neutral,"Les sociétés papetières se trouvaient dans des territoires négatifs , avec Stora Enso R de 1,62 pct à 12,73 eur , UPM-Kymmene en baisse de 0,80 pct à 18,64 eur et M-real B 0,18 pct en baisse à 5,57 eur .",fr
neutral,L ' administration centralisée de Kauko-Telko sera dissoute et une partie appropriée sera transférée aux activités opérationnelles et à l ' administration du Groupe d ' ici à la fin de l ' année .,fr
neutral,"Le bénéfice d' exploitation pour le trimestre avril-juin 2006 s' est élevé à 182 .2 millions d' euros sur les ventes de 3,62 milliards d' euros .",fr
neutral,Atria a choisi le DeLight pour attirer les consommateurs de 25-45 ans dans sa gamme de repas à micro-ondes Atria Fresh.,fr
neutral,Finnois fournisseur de solutions informatiques Affecto Oyj HEL : AFE1V a déclaré aujourd'hui sa perte nette de 115 000 USD 152 000 au deuxième trimestre 2010 sur un bénéfice de 845 000 EUR au cours de la période correspondante un an plus tôt .,fr
negative,Les sanctions américaines mettent en péril les plans de l'alliance Gazprom-Shell,fr
neutral,"Le bénéfice de la période s' est élevé à 10,9 millions d' euros , contre 14,3 millions d' euros en 2009 .",fr
positive,"Le bénéfice pour la période s' est élevé à 5,9 millions d' euros , en hausse par rapport à 1,3 million d' euros .",fr
neutral,"Le bénéfice d' exploitation est tombé à 20,3 millions d' euros , contre 74,2 millions d' euros au deuxième trimestre de 2008 .",fr
positive,"Cependant , les ventes sont revenues à la croissance en avril-juin 2010 , a déclaré le PDG Pekka Eloholma .",fr
neutral,"Le bénéfice d' exploitation s' est élevé à 18,6 millions d' euros , soit 8,3 % des ventes nettes .",fr
negative,"Selon l' entreprise , l' évolution de la situation du marché et une concurrence plus forte en matière de prix ont considérablement réduit la demande d' emballages de pain fabriqués à l' usine de Kauhava .",fr
neutral,"Dans le cadre de l' accord , Digia emploiera 19 personnes de Nokia à Oslo et dans la Silicon Valley aux États-Unis .",fr
positive,"L'unité brésilienne du fournisseur finlandais de solutions de sécurité F-Secure a signé 1 500 nouveaux clients l'an dernier , source d'informations en ligne Reseller Web a cité le directeur commercial de la division , Vladimir Brand+úo , comme l'a dit .",fr
neutral,"La juste valeur des biens d' investissement de l' entreprise est tombée à 2,768 milliards d' euros à la fin de 2009 , contre 2,916 milliards d' euros l' année précédente .",fr
negative,"Les concessionnaires ont déclaré que la part a été largement touchée par la déception des investisseurs au sujet d' une marge de raffinage de seulement 9,48 usd par baril pour le trimestre et la performance de son unité de transport , qui a vu EBIT chuter à 5 mln eur de 20 mln eur par an au milieu d' une baisse des volumes et des taux pétroliers .",fr
neutral,""" C ' est un témoignage de la qualité de notre solution LTE et de notre engagement envers le marché japonais "" , a-t-il ajouté.",fr
neutral,L ' objectif des entreprises est de finaliser les négociations et de signer les contrats au début d' octobre 2008 .,fr
neutral,"Metso Fondries Jyvaskyla Oy cessera la production sur cette ligne d'ici le 30 septembre 2008 , a déclaré la société .",fr
neutral,"Au total, six analystes interrogés ont évalué M-real - deux ont donné "" acheter "" - "" accumuler "" , trois ont donné "" tenir "" et un seul a donné "" vendre "" .",fr
positive,"En septembre 2010 , le groupe finlandais a accepté d' acheter la société danoise Rose Poultry A-S pour un montant allant jusqu' à 23 millions d' euros , à la fois en espèces et en actions .",fr
positive,"$YANG Double bas 5,2",fr
negative,Prix de l'action Tesco en baisse à mesure que l'épicier fait face au résultat de l'enquête SFO,fr
positive,Les nouvelles de $aapl redeviendront très haussières http://stks.co/tMU,fr
neutral,"GS Engineering installera les vannes dans une usine de GNL de gaz naturel liquéfié qu'elle a construite pour l'exploitant d'usines d'extraction de GNL et de gaz des EAU GASCO à Ruwais, EAU.",fr
neutral,Les pourcentages d' actions et de droits de vote ont été calculés proportionnellement au nombre total d' actions inscrites au registre du commerce et au nombre total de droits de vote qui leur sont associés .,fr
neutral,"M-Real a dit qu ' il n ' y avait < < aucun motif > > pour les rumeurs, qui < < circulaient sur le marché depuis quelques mois > > .",fr
neutral,"Lember a déclaré que la question était également d' actualité en Estonie , où un projet de loi a été rédigé au ministère des Affaires sociales qui supprimerait les pensions de vieillesse à des conditions favorables .",fr
neutral,"- Moody's a déclaré qu' il a accordé à P A1 des notations d' endettement à long terme non garanties et P P-1 à court terme au prêteur finlandais Aktia Bank 's 1 milliard d' euros1 ,4 milliards d' euros en note à moyen terme EMTN programme du 25 mars 2011 .",fr
negative,$TSLA rappel,fr
neutral,"La fourniture de liquidités a été interrompue le 11 mai 2007 lorsque les actions d' Aspocomp Group Oyj ont été négociées à un niveau inférieur à 0,50 % ( libération boursière d' Aspocomp 11.5.2007 ) .",fr
positive,"Hargreaves Lansdown les marchés faibles pour voir les actifs augmenter 2,6 pour cent",fr
negative,"À 12 h 59 , l' indice OMX Helsinki 25 était de 0,32 pct inférieur à 2 694,81 .",fr
neutral,"Cette décision signifie des licenciements temporaires de durée déterminée dans les unités de la société Nastola et Jyvaskyla , respectivement dans le sud et le centre de la Finlande .",fr
neutral,La valeur des commandes est supérieure à 10 millions d'euros .,fr
neutral,Mme Laakso sera responsable des fonctions RH de HKScan et de leur développement dans tous les domaines du marché du Groupe.,fr
neutral,"Fiskars est également engagé dans la fourniture mondiale de solutions et de services d'équipement maritime et énergétique par l'intermédiaire de sa société associée, Wartsila Corporation.",fr
positive,Aberdeen Asset Management gagne du terrain en Chine,fr
neutral,"La compagnie de chemin de fer VR, qui domine la Finlande, prévoit de placer les passagers infectés pour un voyage sur de longues distances dans un transport séparé.",fr
neutral,"En novembre , le gouvernement finlandais a réduit sa participation dans la société à 31,1 pour cent, contre 38 pour cent .",fr
neutral,"La société finlandaise Exel Composites , qui conçoit , fabrique et commercialise des profils et tubes composites pour diverses applications industrielles , signale que ses ventes nettes ont diminué de 0,6 % au deuxième trimestre de 2010 , passant de 19,3 millions d' euros au cours de la période correspondante en 2009 à 19,2 millions d' euros .",fr
neutral,"De Bavelloni 's et NST 's joint ventures , Bavelloni Tools , complète les semi-produits qui sont produits en Italie en outils de haute qualité qui seront vendus sous la marque DiaPol .",fr
neutral,L'outil est un brevet en attente de conception qui permet aux consommateurs d'exposer l'ensemble de leur projet sur une plaque amovible à l'aide de plusieurs timbres transparents de tout type .,fr
negative,$GOOGL est un court en dessous de 740 dans le BB supérieur et est suracheté,fr
neutral,"LUMIÈRES OUT Avant le couvre-feu, bouclez-vous avec le dernier best-seller et traitez vos yeux à la lumière parfaite de lecture de Luceplan.",fr
negative,"UPM-Kymmene Corp. , le plus grand fabricant mondial de papier magazine , a déclaré mardi une baisse des bénéfices de 19 pour cent , les prix du papier étant plus bas , des coûts plus élevés et un chiffre d' affaires élevé en euros .",fr
neutral,La valeur totale du contrat s' élève à environ 8 millions d' euros .,fr
neutral,"La condition préalable à l' inclusion dans le programme et à la réception de gains est que les employés clés acquièrent des actions d' Aspo au montant déterminé par la Commission à l' avance , dans le maximum .",fr
neutral,M. Doring travaille pour Eaton depuis 1989 et a occupé le poste de directeur de l'unité de contrôle de l'énergie d'Eaton depuis janvier 2007.,fr
positive,"Le magasin de 250 m2 de 2 691 pi2 dans le premier quartier commerçant de Copenhague a été inauguré aujourd'hui , renforçant encore la présence de l'entreprise dans les capitales nordiques .",fr
neutral,"Dans les états financiers du premier trimestre 2010 , Tikkurila est comptabilisée sous la rubrique « Opérations abandonnées » .",fr
positive,"Le deuxième plus grand fabricant d' acier inoxydable au monde a déclaré un bénéfice net de 172 millions d' euros , soit , l' année précédente , , 4,31 dollars des États-Unis par action , contre 603 millions d' euros , soit 0,94 euro par action , au cours de la période de trois mois allant jusqu' au 31 décembre .",fr
neutral,"Nom du demandeur : Jot Automation OYNom de l'inventeur : Mammila Tuomo , Piirainen Mika et Kellokoski MikaNo de demande : 2424-KOLNP-2008 Date de dépôt de la demande : 16-06-2008Date de publication : 30/01/2009",fr
positive,Netflix s'efforce de créer des clients fidèles $NFLX https://t.co/5QXBkoBphe,fr
negative,"L' indice OMX Nordic 40 OMXN40 , qui comprend les 40 titres nordiques les plus échangés sur la bourse de Nasdaq OMX , a fermé jeudi , à 1 064,14 points , 0,87 % .",fr
positive,$AAPL grignotant sur un petit long via 525.. acheter des cartes de 13min..,fr
negative,"La marge opérationnelle de la division Aker Yards Cruise & Ferries est tombée de 8,3 % à 6,4 % au premier trimestre de 2007 .",fr
positive,"$TYC juste sur le point de sortir à de nouveaux sommets, beaucoup de techniques à l'air super en ce moment.",fr
neutral,"Eero Katajavuori , actuellement vice-président du groupe , Ressources humaines , prendra un an de congé sabbatique à partir du 1er octobre 2010 .",fr
neutral,"Qu'est-ce qui se passe avec $LULU? Les chiffres semblaient bons, pas super, mais bon. Je pense que la conférence téléphonique insufflera confiance.",fr
neutral,Les mesures d' ajustement seront mises en œuvre par étapes pour garantir la capacité d' exécution .,fr
neutral,"Alma Media Corporation Communiqué de presse 15 mars 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BOUTING PAR SUOMEN PAIKALLISSANOMAT Deux journaux locaux , Tyrvaan Sanomat et Paikallissanomat , apparaissant à Sastamala et ses municipalités voisines , doivent être achetés par Suomen Paikallissanomat Oy .",fr
negative,"Des licenciements temporaires , affectant l' ensemble de la main-d' œuvre , seront également mis en œuvre .",fr
neutral,"Une réunion pour les médias et les analystes aura lieu le même jour à 10h30 au siège de Stonesoft à Helsinki, Italahdenkatu 22 A. Le rapport intérimaire sera présenté par le PDG de Stonesoft Ilkka Hiidenheimo .",fr
neutral,Finnois Sampo-Rosenlew fabrique environ sept machines forestières par mois et environ la moitié des machines sont exportées.,fr
positive,"Facebook, près d'un point d'achat la semaine dernière, fait face à un test technique différent aujourd'hui https://t.co/c72LLMpiNM $FB $AAPL $NFLX https://t.co/fPFbYTYPuy",fr
positive,"4 février 2011 - Le fournisseur finlandais de systèmes de communication de données à large bande Teleste Oyj HEL : TLT1V a déclaré mercredi son bénéfice net de 40,8 millions d'euros en 2010 contre 416 000 euros en 2009 et a levé sa proposition de dividende .",fr
positive,$FREE Ha Heeeeere vient la pompe! Si heureux que j'ai pris 9K fin de journée! Préparez-vous pour le tour de taureau!,fr
positive,"Le groupe technologique finlandais Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) a publié son troisième rapport trimestriel le jeudi ( 13 novembre ) , affichant un bénéfice opérationnel de 0,4 million d' euros , par rapport à une perte de 0,5 million d' euros au troisième trimestre de 2007 .",fr
neutral,"Le complexe de bâtiment se compose d'espace de bureau et de vente au détail de haute qualité totalisant 49 200 mètres carrés, a déclaré la société.",fr
neutral,Les compagnies d'assurance finlandaises Fennia et Kesko Group mettent fin à leur coopération fidèle avec leurs clients.,fr
neutral,L' unité devrait être opérationnelle au cours du second semestre de 2007 et en pleine expansion en 2008 .,fr
neutral,La part de l' ITG dans l' opération est estimée à environ 500 000 euros 627 000 dollars .,fr
neutral,L'usine devrait entrer en exploitation commerciale d'ici le milieu de 2009.,fr
neutral,Aspo a également enquêté sur les opportunités de vente de Kaukomarkkinat's electronics business .,fr
neutral,BG Group nomme un nouveau PDG un mois plus tôt,fr
positive,L' acquisition aura un impact positif immédiat sur le résultat financier d' Aspocomp .,fr
negative,"Le facteur de charge passagers de Finnair , qui mesure le nombre de sièges vendus en proportion de tous les sièges disponibles , a chuté de 1,3 point de pourcentage à 76,7 % en septembre .",fr
positive,RT @bman1 $LNG semble ouvert aussi $EGHT prêt à courir trop...,fr
positive,"Il est également supérieur de 7,7 pct au prix moyen pondéré en volume sur douze mois du stock .",fr
neutral,Dividende de coke - 3%. Dividende de Google - 0%. Pour le revenu passif Coke prend. $GOOG $KO https://t.co/QBsoWjxOST,fr
positive,"Le bénéfice avant impôts s' est élevé à 5,4 millions d' euros , en hausse par rapport à 3,6 millions d' euros l' année précédente .",fr
neutral,La filiale met en place une installation pour la fabrication de circuits imprimés ou de PCB à haute densité d'interconnexion dans la zone économique spéciale de Nokia à Sriperumbudur près de Chennai.,fr
positive,$CRM Sep 40 appels sont +35% depuis l'entrée #BANG http://stks.co/deDm,fr
negative,"En janvier-juin 2010 , la perte diluée par action s' est établie à 0 .3 EUR contre 0 .1 EUR au premier semestre de 2009 .",fr
positive,Rapala a déclaré qu'elle estime qu'elle réalisera des économies de 1-2 mln eur par an en centralisant ses opérations françaises sur un même site.,fr
positive,$VMW J'ai eu une belle poussée aujourd'hui après les petits balayeurs de May C ce matin,fr
positive,"Cela a dépassé les prévisions consensuelles pour un bénéfice de 0,21 euro par action .",fr
neutral,Prêt pour la R&D ) .,fr
positive,"À l' avenir , l' entreprise a l' intention de rechercher un savoir-faire extérieur à l' entreprise et de coopérer avec d' autres acteurs du secteur .",fr
neutral,"Vous devez être prêt quand la fenêtre s'ouvre, a dit Rosberg.",fr
neutral,Plus de 50 000 tonnes de mélange d'asphalte seront utilisées dans le contrat.,fr
neutral,"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) et Pohjoa Bank sont des gestionnaires conjoints de l' accord principal et non garanti .",fr
positive,$CTRP éclatant ici sur le bon vol et un signal d'achat d'analyse ..noticed ceci sur bob langs commentaires à la recherche de 48 rapide,fr
neutral,"Les ventes en Finlande ont diminué de 10,5 % en janvier , tandis que les ventes hors Finlande ont diminué de 17 %.",fr
negative,La production de pâte à papier en finnois Kemij+ñrvi sera également liquidée et environ 1 100 employés perdront leur emploi.,fr
neutral,Nordea était aussi la moins chère pour un couple dans sa trentaine avec dette .,fr
neutral,"Jussi Pesonen , membre du conseil d'administration de Sampo depuis 2006 , renoncera à son siège au conseil d'administration de Sampo .",fr
negative,Tesla rappelle 2 700 voitures du modèle X : https://t.co/8Z7BkVsTl9 $TSLA,fr
positive,"Les ventes nettes de la division ont augmenté de 1,7 % pour tenir compte des modifications de la structure du groupe .",fr
neutral,"Rendre les choses plus difficiles , la société a déclaré qu' elle était aux prises avec une hausse des prix du pétrole et du gaz , qui ont poussé le coût de l' énergie , des matières premières et des transports .",fr
positive,La modification de la proposition simplifie le plan proposé et augmente l'incitation pour les employés clés à rester dans la Société .,fr
neutral,La solution va maintenant être élargie pour inclure toutes les tâches du personnel de terrain .,fr
negative,"La perte d' exploitation s' est élevée à 3,2 millions d' euros , contre un bénéfice de 7,2 millions d' euros au troisième trimestre de 2008 .",fr
positive,"Sur #FEDDAY à la recherche d'un coup aigu en actions $AAPL $HD $LOW $FB voir $UVXY $TVIX se faire marteler, même si le marché est en baisse.",fr
positive,"Les ventes nettes se sont élevées à 93,6 millions d' euros , contre 93,2 millions d' euros pour la période correspondante de 2005 .",fr
neutral,"En conséquence , le comité d' entreprise a retiré sa demande de suspension de la réorganisation .",fr
positive,Le PDG Erkki J+ñrvinen est satisfait de la performance de l'entreprise en 2010 .,fr
positive,"Les ventes nettes comparables devraient augmenter de plus de 10 % en 2008 , conformément à l' objectif du groupe .",fr
positive,"À la suite de l' opération , Lundbeck détient des droits mondiaux sur le nalmefene , à l' exclusion de l' Amérique du Nord , du Mexique , de la Turquie et de la Corée du Sud .",fr
neutral,"Le gouvernement a commencé la vente le mois dernier , mettant une participation de 8 pour cent dans TeliaSonera sur le bloc des enchères .",fr
neutral,"Le rapport présente ensuite des profils détaillés de dix grandes entreprises européennes de produits chimiques spécialisés , ainsi que des profils succincts d' autres acteurs importants .",fr
positive,"Les bénéfices d' exploitation et les ventes nettes pour la période de trois mois ont augmenté , respectivement de 16 ,0 millions d' euros et de 139 millions d' euros , par rapport au trimestre correspondant de 2006 .",fr
neutral,L'entreprise s'attend à ce que ses ventes nettes pour l'ensemble de 2009 se situent aux niveaux de l'année précédente .,fr
neutral,"La société a son siège social à Sievi , en Finlande , et est cotée à la Bourse nordique d' Helsinki .",fr
positive,"Les recettes de la Commission ont augmenté de 22 % pour atteindre 4,4 millions d' euros , et le volume des prêts a augmenté de 13,5 % .",fr
neutral,"La société finlandaise a vendu son activité au Royaume-Uni - composée de 50 employés dans des bureaux à Londres , Birmingham et Manchester - dans le cadre d'un accord avec Hampden en juillet 2001 pour sa propriété à l'échelle européenne et le bras blessé Sampo Industrial .",fr
negative,"Dans le secteur de la construction et de l' amélioration des logements , les ventes ont diminué de 22,5 % pour s' établir à 201,4 millions d' euros .",fr
neutral,"Le bâtiment Innova 2 sera situé à proximité du centre-ville, dans les environs immédiats de Paviljonki et le centre de voyage, et à distance de marche du cœur de la ville grâce au pont du salon.",fr
neutral,"Le groupe finlandais des textiles et de l' habillement Marimekko Oyj a affiché un bénéfice net de 7,99 millions d' euros 10,4 millions de dollars pour 2006 , contre 8,4 millions d' euros 10,9 millions de dollars pour 2005 .",fr
positive,La principale force du projet de coopération réside dans la fusion du savoir-faire de deux grandes entreprises .,fr
neutral,Les actionnaires ont le droit d'inscrire à l' ordre du jour des points de l' Assemblée générale qui relèvent de la compétence de l' assemblée générale .,fr
positive,Kazgiprotsvetmet et Outotec Finlande ont signé un accord de coopération stratégique en matière de commercialisation et de fourniture d'installations de traitement des minéraux et de métallurgie et de services connexes au Kazakhstan et dans les pays voisins.,fr
neutral,"En raison de la diminution rapide des ventes nettes , les réductions de personnel ont été effectuées à une échelle plus large que prévu au départ .",fr
neutral,Le gouvernement a plutôt proposé un échange de la participation de l'État dans LMT à la participation de TeliaSonera dans Lattelecom .,fr
neutral,Stora devrait libérer ses gains du quatrième trimestre et de l'année complète 2009 le 4 février .,fr
neutral,"Le résultat d' exploitation de l' année 2008 s' est établi à 3,6 millions de négatifs .",fr
negative,$NQ a été touché plus bas ce AM --> semble avoir trouvé un support 18.89 http://stks.co/s052z,fr
neutral,"En 2008 , AVC Systemhaus a enregistré un chiffre d' affaires net de 10 millions d' euros , soit 7,1 millions de dollars .",fr
positive,La compagnie a établi une station de base 3G à environ 17 000 pieds au pied du mont Everest qui permettra aux grimpeurs de montagne au sommet de 29 035 pieds de surfer sur Internet et même d'envoyer des vidéos de leurs exploits.,fr
neutral,Nous offrons à nos clients des solutions basées sur des matières premières renouvelables.,fr
neutral,Une enquête menée par Taloustutkimus pour Sampo Life montre que les entreprises sont mal préparées à perdre des membres clés du personnel.,fr
neutral,"Antti Orkola , président de Kemira GrowHow 's Industrial Solutions unit , a déclaré à Thomson Financial News la société a suspendu l ' ouverture de la mine car les prix du phosphate ont été "" assez déprimés depuis longtemps "" .",fr
positive,Le bénéfice avant impôt de l' entreprise d' assurance-vie du groupe est passé de 27 millions d' euros à 36 millions d' euros .,fr
neutral,"Nous mettons à disposition les analyses de marché suivantes, toutes nouvelles Cement - Pakistan Cement - Malaisie Cement - Taïwan Cement - Philippines Ces analyses donnent un aperçu clair de la situation actuelle et des perspectives futures de l'industrie du ciment dans certains pays asiatiques.",fr
neutral,La Société dessert environ 3 000 clients dans plus de 100 pays.,fr
negative,RT @alphatrends VMarkets sont toujours en activité Faible http://stks.co/1agn $SPY $QQ $XLF $SMH $IWM,fr
neutral,"Le bénéfice d' exploitation s' est élevé à 30,2 millions d' euros , en baisse par rapport à 43,8 millions d' euros l' année précédente .",fr
positive,"L'un des ascenseurs installés sera un ascenseur à deux étages, ce qui permet une utilisation plus efficace de l'espace de base du bâtiment.",fr
