sentiment,sentence,lang
neutral,ANUNCIO DE INTERCAMBIO DE LA Corporación Ahlstrom 7.2.2007 a las 10.30 Un total de 56.955 nuevas acciones de la Corporación Ahlstrom han sido suscritas con derechos de opción en virtud de los programas de opción de acciones de la compañía I 2001 y II 2001 .,es
positive,$FB en verde en el día,es
positive,Los ingresos de $MSFT SQL Server crecieron de dos dígitos con los ingresos de SQL Server Premium creciendo más del 30% http://stks.co/ir2F,es
neutral,"De acuerdo con Lnnen Tehtaat 's CEO Matti Karppinen , la empresa se propone entregar productos de pescado a sus clientes un día antes de lo que hace actualmente .",es
neutral,La participación de la empresa se cotiza en NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,es
neutral,Elcoteq SE figura en el Nasdaq OMX Helsinki Ltd. .,es
neutral,Dos de estos contratos son para vibrocompactores de ánodo giratorios que serán entregados a Gansu Hualu Aluminium Co Ltd y a otro cliente sin nombre.,es
positive,"Aviva, Friends Life pronósticos superiores antes de la fusión de 5.600 millones de libras",es
neutral,"En lugar de estar basado en un refresco , como es habitual , la bebida energética Teho se hace con agua dulce .",es
neutral,La compañía planea aumentar el personal especializado de la unidad a varias docenas -- dependiendo de la situación del mercado durante el 2010 .,es
neutral,La empresa cerró el año pasado con una facturación de unos cuatro millones de euros.,es
positive,El CEO de Shire sube la unidad para conseguir que la junta de Baxalta hable,es
positive,Costco: Un juego de Dividendos de Premier Retail https://t.co/Fa5cnh2t0t $COST,es
neutral,"El edificio de cinco plantas, eco-eficiente tendrá una superficie bruta del piso de unos 15.000 metros cuadrados. También incluirá apartamentos.",es
neutral,"La primera entrega de la serie Cinema concluye con un perfil del inventor finlandés Olavi Linden , cuyo viaje artístico personal y trabajo en Fiskars ha llevado a decenas de premios de diseño.",es
neutral,Todos son bienvenidos.,es
positive,"Stockmann y la empresa sueca AB Lindex celebraron un acuerdo el 30 de septiembre de 2007 , en virtud del cual Stockmann , o una filial de propiedad exclusiva de la misma , hará una oferta pública para todas las acciones emitidas de Lindex .",es
neutral,"HUHTAMAKI OYJ STOCK INTERCAMBIO DE LIBERACIÓN , 16.9.2008 A las 13.32 El Día de los Mercados de Capitales de Huhtamaki para inversores institucionales y analistas se celebra en Espoo , 16 de septiembre de 2008 a partir de las 13.30 horas hora finlandesa .",es
positive,``Nos complace dar la bienvenida a Tapeks Noma en el grupo Cramo.,es
neutral,"- El beneficio antes de impuestos fue de 105,9 82,7 millones de euros .",es
positive,Royal Dutch Shell comprará BG Group por casi 70 mil millones de dólares,es
neutral,"FinancialWire TM no es un servicio de comunicados de prensa , y no recibe compensación por sus noticias , opiniones o distribuciones .",es
neutral,"ASSA ABLOY Kaupthing Bank dio una recomendación "" neutral "" y un objetivo de precio de las acciones de 174 coronas de 24,7 a 19 euros al fabricante sueco de cerraduras Assa Abloy AB .",es
positive,"La partida incluía costes de reestructuración de 1,6 millones de euros , mientras que un año antes eran 13,1 millones de euros . El SPE diluido ascendía a 0,3 euros frente a una pérdida por cuota de 0,1 euros .",es
neutral,"En 2005 el banco registró un beneficio neto de 8,2 millones de Lt .",es
negative,$AAPL tarde venta como de costumbre será brutal. prepárate para perder una tonelada de dinero.,es
negative,$TSLA recordando casi todos los modelos X @cnnbrk llegó a corto que incluso en el trabajo se salta en el comercio de dinero,es
negative,"Dolce & Gabbana ha pedido a la Unión Europea que declare inválida la marca de patrón floral ""Unikko"" de Marimekko Corporation, en una disputa continua entre las dos empresas.",es
negative,InterContinental Hotels primer trimestre global de ingresos de habitaciones desfasadas estimaciones,es
positive,"Según la empresa finlandesa de seguros de pensiones Varma , Varma era el beneficiario de más de dos tercios de los ingresos de la cobertura de la pensión relacionada con los ingresos que se encontraba en licitación en Finlandia .",es
positive,"Una porción , $ 12,5 millones , se registrará como parte de sus ganancias en una disputa de patente previa con el fabricante finlandés de teléfonos Nokia Oyj .",es
negative,"L&G sigue pagando precio por la reducción de dividendos durante la crisis, dice el jefe",es
neutral,"El volumen de inversiones en las dos fases del proyecto se estima en 300 millones de dólares de los EE.UU. ( 215,03 millones de euros ) .",es
neutral,"Rusia representó el 9 % de los ingresos de la división de revistas Lagardere , es decir , 114,40 millones EUR ( 148,11 millones USD ) en 2009 , EE.UU , lo que representa el 18 % .",es
positive,"La empresa también estima que las inversiones ya realizadas darán lugar a un aumento de sus ventas netas para 2010 con respecto a 2009, cuando alcanzaron los 141,7 millones EUR .",es
neutral,"El beneficio del ejercicio contable fue de 0,3 millones de euros .",es
positive,"Las seis cervecerías registraron un crecimiento de 5,2 por ciento en las ventas nacionales de cerveza el año pasado a 270,21 millones de litros , a partir de 256,88 millones de litros vendidos en 2005.",es
positive,"En agosto y octubre de 2010 , el resultado de la empresa antes de impuestos ascendió a 9,6 millones de euros , frente a 0,5 millones de euros en el período correspondiente del 2009 .",es
positive,"Systeemitiimi 's ventas y recursos del proyecto también se fortalecerán, director Paul Skogberg dijo.",es
positive,El precio de la acción de Tesco salta como estimaciones superiores de ventas de Q3,es
neutral,La letra pequeña está aquí.,es
positive,El precio de los troncos ha mejorado claramente a partir de 2009 y también el precio de la pulpa ha subido.,es
neutral,"Así , SysOpen Digia ha obtenido , de conformidad con el capítulo 14 Sección 21 de la Ley de sociedades finlandesas 29.9.1978 - 734 , el título de todas las acciones de Sentera que se van a canjear .",es
neutral,"Las ganancias diluidas por acción ( EPS ) disminuyeron de 1,71 EUR a 0,63 EUR .",es
neutral,"A las 3:37 p.m. hora del este , un bloque de 2.400 contratos cambiaron de manos a un precio de puja de $ 0,45 .",es
neutral,"Algunas de las entregas de tecnología más recientes incluyen tecnología de refinerías a Anrak Aluminium , una planta de peletización de mineral de hierro a Tata Steel y plantas de sinterización de mineral de hierro a Bhushan Steel .",es
positive,$VIPS patrón similar como a principios de mayo. U vendido? Lo mismo ahora .. subirá mucho más después de esta caída.,es
neutral,La empresa generó ventas de 187 millones de euros en 2005 .,es
neutral,"Stora Enso también ha tenido reuniones con las autoridades laborales, los Centros de Empleo y Desarrollo Económico y representantes del gobierno para encontrar soluciones.",es
negative,AstraZeneca ganancias a medida que las ventas de stallwarts se desvanecen,es
positive,"RT @andrewnyquist Chartology: Yahoo: http://stks.co/1itr $YHOO Gráfico de aspecto loco, pero cerca de la línea de resistencia de ruptura...",es
positive,La mayoría de las acciones alcistas en Twitter durante esta inmersión. $YHOO $GDX $GOOGL $STZ $GOLD $EW $VZ $CELG $SBUX $SCTY más: https://t.co/iuZJelfwt3,es
negative,Las ventas netas de Finnish GeoSentric disminuyeron a 939.000 euros en enero y marzo de 2009 .,es
neutral,"Cohen & Steers , Inc . : 5 534 626 acciones que representan el 4,985 % del capital social y los derechos de voto .",es
positive,Se ha contratado más personal en el Japón para complementar aún más su red de cerca de 50 lugares de servicios en más de 20 países de todo el mundo.,es
neutral,"Las empresas de papel se encontraban en territorios negativos , con Stora Enso R vaciado 1.62 pct a 12.73 eur , UPM-Kymmene abajo 0.80 pct a 18.64 eur y M-real B 0.18 pct inferior a 5.57 eur .",es
neutral,La administración centralizada de Kauko-Telko se disolverá y las partes apropiadas de la misma se transferirán a las actividades operativas y a la administración del Grupo a finales de año .,es
neutral,"Los beneficios de explotación del trimestre de abril a junio de 2006 ascendieron a 182 millones EUR ,2 millones EUR en ventas de 3 000 millones EUR .",es
neutral,Atria eligió el DeLight para atraer a los consumidores del grupo de edad 25-45 a su gama Atria Fresh de comidas microondas.,es
neutral,Proveedor finlandés de soluciones informáticas Affecto Oyj HEL : AFE1V dijo hoy que su caída a una pérdida neta de EUR 115.000 USD 152.000 en el segundo trimestre de 2010 de un beneficio de EUR 845.000 en el período correspondiente del año anterior .,es
negative,Las sanciones estadounidenses ponen en peligro los planes de alianza Gazprom-Shell,es
neutral,"El beneficio del período fue de 10,9 millones de euros , frente a 14,3 millones de euros en 2009 .",es
positive,"El beneficio del período fue de 5,9 millones de euros , frente a 1,3 millones de euros .",es
neutral,"Los beneficios de explotación se redujeron a 20,3 millones de euros de 74,2 millones de euros en el segundo trimestre del 2008 .",es
positive,"Sin embargo , las ventas volvieron a crecer en abril-junio de 2010 , dijo el CEO Pekka Eloholma .",es
neutral,"Los beneficios de explotación ascendieron a 18,6 millones de euros o al 8,3 % de las ventas netas .",es
negative,"Los cambios en la situación del mercado y una competencia de precios más fuerte han reducido sustancialmente la demanda de envases de pan fabricados en la planta de Kauhava , según la empresa .",es
neutral,"En relación con el acuerdo, Digia empleará a 19 personas de Nokia en Oslo y en Silicon Valley en los Estados Unidos.",es
positive,"La unidad brasileña del proveedor de soluciones de seguridad finlandés F-Secure firmó 1.500 nuevos clientes el año pasado , fuente de noticias en línea Reseller Web citó el director comercial de la división , Vladimir Brando , como diciendo .",es
neutral,"El valor razonable de las propiedades de inversión de la empresa se redujo a 2.768 millones EUR a finales de 2009 , frente a los 2.916 millones EUR del año anterior .",es
negative,"Los concesionarios dijeron que la acción fue golpeada en gran medida por la decepción del inversor sobre un margen de refinado de sólo 9,48 usd por barril para el trimestre y el rendimiento de su unidad de envío , que vio EBIT caer a 5 mln eur de 20 mln eur al año en medio de una caída de volúmenes y tasas de petroleros .",es
neutral,""" Es un testimonio de la calidad de nuestra solución de LTE y de nuestro compromiso con el mercado japonés "" , añadió.",es
neutral,El objetivo de las empresas es concluir las negociaciones y firmar los contratos a principios de octubre de 2008 .,es
neutral,"Metso Foundries Jyvaskyla Oy suspenderá la producción en esta línea antes del 30 de septiembre de 2008 , dijo la compañía .",es
neutral,"Un total de seis de los analistas encuestados valoraron M-real -- dos dieron `` comprar '' - `` acumular '' , tres dieron `` mantener '' y sólo uno dio `` vender '' .",es
positive,"En septiembre de 2010 , el grupo finlandés acordó comprar la empresa danesa Rose Poultry A-S por un máximo de 23 ,9 millones de euros en una combinación de efectivo y existencias .",es
positive,$YANG Doble fondo 5.2,es
negative,El precio de las acciones de Tesco bajó mientras el tendero se enfrentaba al resultado de la investigación de la SFO,es
positive,$aapl news se está volviendo muy alcista de nuevo http://stks.co/tMU,es
neutral,"GS Engineering instalará las válvulas en una planta de GNL de gas natural licuado que ha construido para el operador de plantas de extracción de GNL de EAU GASCO en Ruwais, EAU.",es
neutral,Los porcentajes de acciones y derechos de voto se han calculado en proporción al número total de acciones registradas en el Registro Mercantil y al número total de derechos de voto relacionados con ellas .,es
neutral,"M-Real dijo que "" no hay motivos "" para los rumores, que "" han estado circulando en el mercado durante algunos meses "" .",es
neutral,"Lember dijo que el asunto era de actualidad también en Estonia , donde se ha redactado un proyecto de ley en el Ministerio de Asuntos Sociales que eliminaría las pensiones de vejez en condiciones favorables .",es
neutral,- Moody 's dijo que dio P A1 a largo plazo alto sin garantía y P P-1 calificaciones de deuda a corto plazo al prestamista finlandés Aktia Bank EUR1 mil millones USD1 .4 mil millones de euros nota a medio plazo EMTN programa de 25 de marzo de 2011 .,es
negative,$TSLA recuerdo,es
neutral,"La provisión de liquidez se interrumpió el 11 de mayo de 2007 , cuando las acciones de Aspocomp Group Oyj cotizaron por debajo del 0,50 céntimo ( versión en bolsa de Aspocomp 11.5.2007 ) .",es
positive,"Hargreaves Lansdown dólares mercados débiles para ver activos aumentar 2,6 por ciento",es
negative,"A las 12.59 pm , el índice OMX Helsinki 25 fue 0,32 pct más bajo en 2.694,81 .",es
neutral,"La decisión significa despidos temporales de duración fija en las unidades Nastola y Jyvaskyla de la empresa , en el sur y el centro de Finlandia , respectivamente .",es
neutral,El valor de los pedidos es superior a 10 millones de euros .,es
neutral,La Sra. Laakso se encargará de las funciones de HKScan en materia de recursos humanos y de su desarrollo en todas las esferas del mercado del Grupo.,es
neutral,"Fiskars también se dedica al suministro global de soluciones y servicios de equipos marinos y energéticos a través de su empresa asociada, Wartsila Corporation.",es
positive,Gestión de activos de Aberdeen gana punto de apoyo en China,es
neutral,"La empresa ferroviaria VR , que domina Finlandia , tiene previsto colocar a los pasajeros infectados para un viaje de larga distancia en un carro separado .",es
neutral,"En noviembre , el gobierno finlandés redujo su propiedad en la empresa a 31.1 por ciento de 38 por ciento .",es
neutral,"Finnish Exel Composites , una empresa tecnológica que diseña , fabrica y comercializa perfiles y tubos compuestos para diversas aplicaciones industriales , informa que sus ventas netas disminuyeron en un 0,6 % en el segundo trimestre de 2010 a 19,2 millones de euros , frente a 19,3 millones de euros en el período correspondiente de 2009 .",es
neutral,"De Bavelloni 's y NST 's joint ventures , Bavelloni Tools , completa los semiproductos que se producen en Italia en herramientas de alta calidad que se venderán bajo la marca DiaPol .",es
neutral,La herramienta es un diseño pendiente de patente que permite a los consumidores exponer todo su proyecto en una placa extraíble utilizando múltiples sellos claros de cualquier tipo.,es
negative,$GOOGL es un corto por debajo de 740 en el BB superior y es sobrecomprado,es
neutral,"LUZ OUT Antes del toque de queda , acurrucarse con el último bestseller y tratar sus ojos a la luz de lectura perfecta de Luceplan .",es
negative,"UPM-Kymmene Corp. , el mayor fabricante de papel de revista del mundo , informó el martes de una caída de los beneficios del 19 por ciento , ya que los precios del papel más bajos , los costos más altos y un euro fuerte perjudican los ingresos .",es
neutral,El valor total del contrato es de unos 8 millones de euros .,es
neutral,"El requisito previo para la inclusión en el programa y para la recepción de cualquier ganancia es que los empleados clave adquieran acciones de Aspo hasta la cantidad determinada por la Junta por adelantado , en el máximo .",es
neutral,El Sr. Doring ha estado con Eaton desde 1989 y ha actuado como gerente de la unidad de negocios de Eaton 's Power Controls Business Unit desde enero de 2007 .,es
positive,"La tienda de 250 metros cuadrados 2.691 pies cuadrados en el distrito comercial más importante de Copenhague se inauguró hoy , fortaleciendo aún más la presencia de la empresa en las capitales nórdicas .",es
neutral,"En el estado financiero correspondiente al primer trimestre de 2010 , Tikkurila se presenta en relación con las operaciones interrumpidas .",es
positive,"El segundo mayor fabricante de acero inoxidable del mundo dijo que el beneficio neto en el período de tres meses hasta el 31 de diciembre aumentó a 603 millones de euros 781 millones de dólares , es decir , 33 4,31 dólares por acción , de 172 millones de euros , es decir , 0,94 euros por acción , el año anterior .",es
neutral,"Nombre del solicitante : Jot Automation OYNombre del inventor : Mammila Tuomo , Piirainen Mika y Kellokoski MikaNo de solicitud : 2424-KOLNP-2008 AFecha de presentación de la solicitud : 16-06-2008Fecha de publicación : 30/01/2009",es
positive,Netflix aumenta los esfuerzos para crear clientes leales $NFLX https://t.co/5QXBkoBphe,es
negative,"El índice OMX Nordic 40 OMXN40 , que comprende las 40 acciones nórdicas más cotizadas en la bolsa Nasdaq OMX , cerró el jueves el 0,87 % con 1.064,14 puntos .",es
positive,$AAPL mordisqueando en un pequeño largo a través de 525.. compra de 13min gráficos..,es
negative,"El margen de explotación de la división Aker Yards Cruise & Ferries disminuyó del 8,3 % al 6,4 % en el primer trimestre del 2007 .",es
positive,"$TYC justo a punto de salir a nuevos máximos, un montón de técnicos se ven muy bien en este momento.",es
neutral,"Eero Katajavuori , actualmente Vicepresidente de Grupo , Recursos Humanos , tomará un año sabático a partir del 1 de octubre de 2010 .",es
neutral,"¿Qué pasa con $LULU? Los números se veían bien, no muy bien, pero bien. Creo que la conferencia telefónica infundirá confianza.",es
neutral,Las medidas de ajuste se llevarán a cabo por etapas para garantizar la capacidad de entrega .,es
neutral,"Alma Media Corporation Press Release 15 marzo 2010 TYRVAAN SANOMAT Y PAIKALLISSANOMAT COMPRADO POR SUOMEN PAIKALLISSANOMAT Dos documentos locales, Tyrvaan Sanomat y Paikallissanomat, apareciendo en Sastamala y sus municipios vecinos, serán comprados por Suomen Paikallissanomat Oy.",es
negative,"También se aplicarán los despidos temporales , que afectarán a toda la fuerza de trabajo .",es
neutral,"Una reunión para los medios de comunicación y analistas se llevará a cabo el mismo día a las 10:30 a.m. en la sede de Stonesoft en Helsinki, Italahdenkatu 22 A. El informe provisional será presentado por Stonesoft 's CEO Ilkka Hiidenheimo.",es
neutral,"El finlandés Sampo-Rosenlew fabrica aproximadamente siete máquinas forestales al mes , y alrededor de la mitad de las máquinas se exportan .",es
positive,"Facebook, cerca de un punto de compra la semana pasada, enfrenta hoy una prueba técnica diferente https://t.co/c72LMPiNM $FB $AAPL $NFLX https://t.co/fPFbYTYPuY",es
positive,"4 de febrero de 2011 - El proveedor finlandés de sistemas de comunicación de datos de banda ancha Teleste Oyj HEL : TLT1V dijo que el miércoles su beneficio neto se disparó a EUR4 ,8 millones en 2010 de EUR416,000 en 2009 y levantó su propuesta de dividendo .",es
positive,$FREE Ha Heeeeeere viene la bomba! Me alegro de haber recogido 9K al final del día! Prepárate para el paseo por el toro!,es
positive,"El grupo tecnológico finlandés Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) publicó su tercer informe trimestral el jueves 13 de noviembre , con un beneficio de explotación de 0,4 millones de euros , frente a una pérdida de 0,5 millones de euros en el tercer trimestre del 2007 .",es
neutral,"El complejo de edificios consta de oficinas de alta calidad y espacio comercial con un total de 49.200 metros cuadrados , dijo la empresa .",es
neutral,La compañía de seguros finlandesa Fennia y Kesko Group están poniendo fin a su leal cooperación con el cliente .,es
neutral,Está previsto que la unidad esté en funcionamiento durante el segundo semestre de 2007 y en pleno funcionamiento en 2008 .,es
neutral,"La participación del ITG en el acuerdo se estima en unos 500.000 euros , 627.000 dólares .",es
neutral,Se espera que la planta entre en operación comercial a mediados de 2009 .,es
neutral,Aspo también ha investigado las oportunidades de venta de Kaukomarkkinat 's negocio de la electrónica .,es
neutral,Grupo BG nombra nuevo CEO un mes antes,es
positive,La adquisición tendrá un impacto positivo inmediato en el resultado financiero de Aspocomp .,es
negative,"El factor de carga de pasajeros de Finnair , que mide el número de asientos vendidos como parte de todos los asientos disponibles , disminuyó 1,3 puntos porcentuales hasta situarse en el 76,7 % en septiembre .",es
positive,RT @bman1 $LNG se ve preparado también $Eight listo para correr también...,es
positive,También es 7.7 pct por encima del precio medio ponderado del volumen de 12 meses de la acción .,es
neutral,Dividendo de coque - 3%. Dividendo de Google - 0%. Para ingresos pasivos Coke lo toma. $GOOG $KO https://t.co/QBsoWjxOST,es
positive,"El beneficio antes de impuestos fue de 5,4 millones de euros , frente a 3,6 millones de euros del año anterior .",es
neutral,La filial está creando una instalación para la fabricación de circuitos impresos de interconexión de alta densidad o PCBs en la zona económica especial de Nokia en Sriperumbudur cerca de Chennai.,es
positive,$CRM Sep 40 llamadas son +35% desde la entrada #BANG http://stks.co/deDm,es
negative,"En enero y junio de 2010 , la pérdida diluida por acción se situó en 0 ,3 EUR frente a 0 ,1 EUR en el primer semestre de 2009 .",es
positive,Rapala dijo que estima que hará ahorros de 1-2 millones de euros al año mediante la centralización de sus operaciones francesas en un sitio.,es
positive,$VMW consiguió un buen empujón hoy después de pequeñas barredoras de mayo C esta mañana,es
positive,"Que superó las previsiones de consenso para las ganancias de 0,21 euros por acción .",es
neutral,Préstamos de I+D ) .,es
positive,"En el futuro , la empresa tiene la intención de buscar know-how desde fuera de la empresa y de cooperar con otros actores del sector .",es
neutral,"Tienes que estar listo cuando la ventana se abre, dijo Rosberg.",es
neutral,En el contrato se utilizarán más de 50.000 toneladas de mezcla de asfalto.,es
neutral,"PA ) , JPMorgan Chase y Co ( NYSE : JPM ) y Pohjoa Bank son gerentes conjuntos en el acuerdo senior , sin garantía .",es
positive,$CTRP estallando aquí en buen vol y un analizador comprar señal ..noticed esto en bob langs comentarios buscando 48 rápido,es
neutral,"Las ventas en Finlandia disminuyeron un 10,5 % en enero , mientras que las ventas fuera de Finlandia disminuyeron un 17 % .",es
negative,La producción de pulpa en el finlandés Kemijrvi también se liquidará y unos 1.100 empleados perderán sus puestos de trabajo .,es
neutral,Nordea fue el más barato también para una pareja de 30 años con deudas.,es
neutral,"Jussi Pesonen , miembro del Consejo de Sampo desde 2006, renunciará a su escaño en el Consejo de Sampo .",es
negative,Tesla recuerda 2.700 coches modelo X: https://t.co/8Z7BkVsTl9 $TSLA,es
positive,"Ajustadas en función de los cambios en la estructura del Grupo , las ventas netas de la División aumentaron un 1,7 % .",es
neutral,"Haciendo las cosas más difíciles , la compañía dijo que ha estado lidiando con el aumento de los precios del petróleo y el gas , que han aumentado el costo de la energía , las materias primas y el transporte .",es
positive,La modificación de la propuesta simplifica el plan propuesto y aumenta el incentivo para que los empleados clave permanezcan en la Empresa .,es
neutral,La solución se ampliará ahora para incluir todas las tareas del personal de tierra .,es
negative,"Las pérdidas de explotación ascendieron a 3,2 millones de euros , frente a un beneficio de 7,2 millones de euros en el tercer trimestre del 2008 .",es
positive,"En #FEDY buscando un movimiento agudo hacia arriba en acciones $AAPL $HD $BAJO $FB ver $UVXY $TVIX conseguir martillado, a pesar de que el mercado está abajo.",es
positive,"Las ventas netas ascendieron a 93,6 millones de euros , frente a 93,2 millones de euros en el período correspondiente del 2005 .",es
neutral,"En consecuencia , el comité de empresa había retirado su petición de suspender la reorganización .",es
positive,CEO Erkki Jrvinen es feliz con el rendimiento de la compañía en 2010.,es
positive,"Se espera que las ventas netas comparables aumenten más del 10 % en 2008 , en consonancia con el objetivo del grupo .",es
positive,"Tras la transacción , Lundbeck tiene derechos mundiales sobre el nalmefeno , con exclusión de América del Norte , México , Turquía y Corea del Sur .",es
neutral,"El gobierno comenzó la venta el mes pasado, poniendo una participación del 8 por ciento en TeliaSonera en el bloque de subastas.",es
neutral,"El informe ofrece además perfiles detallados de diez de las principales empresas europeas de productos químicos especializados , así como breves perfiles de otros actores importantes .",es
positive,"Los beneficios de explotación y las ventas netas para el período de tres meses aumentaron , respectivamente , de 16 millones EUR y 139 millones EUR , en comparación con el trimestre correspondiente del 2006 .",es
neutral,La empresa espera que sus ventas netas para todo el año 2009 se sitúen en los niveles del año anterior .,es
neutral,"La empresa tiene su sede en Sievi, Finlandia, y cotiza en el Nordic Exchange de Helsinki.",es
positive,"Los ingresos de la Comisión aumentaron un 22 % hasta situarse en 4,4 millones de euros , y el volumen de préstamos aumentó un 13,5 % .",es
neutral,"La compañía finlandesa vendió su operación en el Reino Unido - compuesta por 50 empleados en oficinas en Londres , Birmingham y Manchester - como parte de un acuerdo con Hampden en julio de 2001 por su arma de propiedad y víctimas a escala europea Sampo Industrial .",es
negative,"En el comercio de mejoras de edificios y viviendas , las ventas disminuyeron un 22,5 % hasta alcanzar los 201,4 millones de euros .",es
neutral,"El edificio Innova 2 estará situado cerca del centro de la ciudad, en las inmediaciones de Paviljonki y el centro de viajes, y a poca distancia del corazón de la ciudad gracias al puente ferial.",es
neutral,"El grupo finlandés de textiles y prendas de vestir Marimekko Oyj registró un beneficio neto de 7,99 millones de euros , 10,4 millones de dólares para el 2006 , en comparación con 8,4 millones de euros , 10,9 millones de dólares para el 2005 .",es
positive,La principal fortaleza del proyecto de cooperación radica en la fusión de los conocimientos técnicos de dos grandes empresas .,es
neutral,Los accionistas tienen derecho a incluir en el orden del día de la Asamblea General los puntos que sean de la competencia de la junta general .,es
positive,Kazgiprotsvetmet y Outotec Finlandia han firmado un acuerdo de cooperación estratégica en la comercialización y suministro de plantas minerales y metalúrgicas y servicios conexos en Kazajstán y los países circundantes.,es
neutral,"Debido a la rápida disminución de las ventas netas , las reducciones de personal se han llevado a cabo a una escala más amplia de lo previsto inicialmente .",es
neutral,El gobierno ha propuesto en cambio un intercambio de la participación del estado en LMT a TeliaSonera 's participación en Lattelecom .,es
neutral,Stora debe liberar sus ganancias del cuarto trimestre y del año completo 2009 el 4 de febrero .,es
neutral,"El resultado operativo a todo el año en 2008 fue de 3,6 millones de negativos .",es
negative,$NQ fue golpeado duramente más bajo esta AM --> parece que ha encontrado soporte a 18.89 http://stks.co/s052z,es
neutral,"En 2008 , AVC Systemhaus tuvo ventas netas de 10 millones de euros , 7,1 millones de dólares de los EE.UU .",es
positive,"La compañía ha establecido una estación base 3G a unos 17,000 pies al pie del Monte Everest que permitirá a los escaladores de montaña en la cumbre de 29,035 pies navegar por Internet e incluso enviar videos de sus hazañas.",es
neutral,Ofrecemos a nuestros clientes soluciones basadas en materias primas renovables.,es
neutral,Una encuesta realizada por Taloustutkimus para Sampo Life muestra que las empresas están mal preparadas para perder personal clave .,es
neutral,"Antti Orkola , presidente de la Unidad de Soluciones Industriales de Kemira GrowHow , dijo a Thomson Financial News que la empresa ha pospuesto la apertura de la mina ya que los precios del fosfato han estado "" bastante deprimidos durante mucho tiempo "" .",es
positive,El beneficio antes de impuestos de la empresa de seguros de vida del grupo aumentó a 36 millones de euros de 27 millones de euros .,es
neutral,Ponemos a disposición los siguientes nuevos análisis de mercado Cemento - Pakistán Cemento - Malasia Cemento - Taiwán Cemento - Filipinas Estos análisis ofrecen una visión clara de la situación real y las perspectivas futuras de la industria del cemento en algunos países asiáticos.,es
neutral,La Compañía atiende a aproximadamente 3.000 clientes en más de 100 países.,es
negative,RT @alphatrends VMarkets siguen actuando débil http://stks.co/1agn $SPY $QQQ $XLF $SMH $IWM,es
neutral,"Los beneficios de explotación ascendieron a 30,2 millones de euros , frente a los 43,8 millones de euros del año anterior .",es
positive,"Uno de los ascensores instalados será un ascensor de doble cubierta, que permite un uso más eficiente del espacio central del edificio.",es
neutral,HELSINKI ( AFX ) - Outokumpu dijo que ha acordado vender la mina de níquel Hitura en Finlandia al grupo canadiense Belvedere Resources Ltd por valor de 10 millones de euros de acciones de Belvedere .,es
positive,Sólo fue largo $ILMN,es
neutral,`` Las redes sociales y las tendencias de los servicios basados en la ubicación representan una parte importante del tráfico de Internet en la actualidad y son atractivas para los usuarios de MID.,es
neutral,"En el cuarto trimestre de 2009 se registró un total del 30 % del valor del pedido , y el resto se reservará en el segundo trimestre de 2010 .",es
negative,Johnson Matthey comparte caídas de precios como la compañía publica resultados a todo el año,es
neutral,No ha habido suscripciones a acciones anteriores con las opciones de acciones de 2004 .,es
neutral,AffectoGenimap construye soluciones de TI altamente personalizadas para sus clientes en Finlandia y los países bálticos .,es
neutral,El cierre de la transacción está previsto para el 10 de enero de 2008 .,es
